帧,时间,播放,评论,同时人数,同时人数不带加号,点赞,投币,收藏,转发
2120611,2024-08-20T07:42:23+08:00,275.3,1.9,1000+,1000,27.6,28.7,10.5,4.3
910694,2024-08-20T02:06:17+08:00,261.6,1.8,2000+,2000,27.0,27.9,10.3,4.3
3622204,2024-08-20T14:39:29+08:00,324.0,2.1,2000+,2000,30.2,31.2,11.4,4.6
1227577,2024-08-20T03:34:19+08:00,264.5,1.8,1000+,1000,27.2,28.2,10.4,4.3
2455499,2024-08-20T09:15:24+08:00,289.8,1.9,2000+,2000,28.3,29.3,10.7,4.4
1774921,2024-08-20T06:06:21+08:00,267.5,1.8,1000+,1000,27.3,28.4,10.4,4.3
3924683,2024-08-20T16:03:30+08:00,329.0,2.1,2000+,2000,30.5,31.5,11.5,4.6
1418426,2024-08-20T04:27:19+08:00,265.5,1.8,1000+,1000,27.2,28.3,10.4,4.3
5069784,2024-08-20T21:21:35+08:00,348.4,2.2,1000+,1000,31.6,32.7,12.0,4.8
3276513,2024-08-20T13:03:28+08:00,315.8,2.0,3000+,3000,29.7,30.7,11.2,4.5
2520315,2024-08-20T09:33:24+08:00,292.4,1.9,2000+,2000,28.4,29.4,10.8,4.4
2599536,2024-08-20T09:55:25+08:00,295.3,1.9,2000+,2000,28.6,29.6,10.8,4.4
438970,2024-08-19T23:55:15+08:00,251.8,1.7,4000+,4000,26.3,27.0,10.0,4.2
3971494,2024-08-20T16:16:31+08:00,329.7,2.1,2000+,2000,30.5,31.5,11.5,4.6
860280,2024-08-20T01:52:17+08:00,261.0,1.8,2000+,2000,27.0,27.9,10.3,4.3
4932945,2024-08-20T20:43:35+08:00,345.6,2.2,3000+,3000,31.4,32.6,11.9,4.8
4072322,2024-08-20T16:44:31+08:00,331.1,2.1,2000+,2000,30.6,31.6,11.6,4.7
5109393,2024-08-20T21:32:36+08:00,349.2,2.2,3000+,3000,31.6,32.8,12.0,4.8
1087141,2024-08-20T02:55:18+08:00,263.4,1.8,1000+,1000,27.1,28.1,10.4,4.3
4569253,2024-08-20T19:02:33+08:00,339.3,2.2,3000+,3000,31.0,32.1,11.8,4.7
4299183,2024-08-20T17:47:32+08:00,334.6,2.1,2000+,2000,30.8,31.8,11.6,4.7
1472439,2024-08-20T04:42:20+08:00,265.8,1.8,976,976,27.3,28.3,10.4,4.3
3481767,2024-08-20T14:00:28+08:00,321.1,2.1,2000+,2000,30.0,31.0,11.4,4.6
4824919,2024-08-20T20:13:34+08:00,343.6,2.2,3000+,3000,31.3,32.4,11.9,4.8
1998179,2024-08-20T07:08:22+08:00,271.3,1.8,1000+,1000,27.5,28.5,10.5,4.3
1065533,2024-08-20T02:49:18+08:00,263.3,1.8,1000+,1000,27.1,28.1,10.3,4.3
3553786,2024-08-20T14:20:29+08:00,322.7,2.1,2000+,2000,30.1,31.1,11.4,4.6
1605676,2024-08-20T05:19:20+08:00,266.4,1.8,949,949,27.3,28.3,10.4,4.3
953904,2024-08-20T02:18:17+08:00,262.1,1.8,1000+,1000,27.0,28.0,10.3,4.3
3074859,2024-08-20T12:07:27+08:00,308.6,2.0,2000+,2000,29.3,30.3,11.1,4.5
4875332,2024-08-20T20:27:35+08:00,344.5,2.2,3000+,3000,31.3,32.5,11.9,4.8
4436017,2024-08-20T18:25:33+08:00,336.8,2.2,2000+,2000,30.9,32.0,11.7,4.7
3251306,2024-08-20T12:56:27+08:00,315.0,2.0,3000+,3000,29.7,30.7,11.2,4.5
4428815,2024-08-20T18:23:33+08:00,336.8,2.2,2000+,2000,30.9,32.0,11.7,4.7
302134,2024-08-19T23:17:15+08:00,245.8,1.7,5000+,5000,25.9,26.5,9.8,4.1
3834660,2024-08-20T15:38:30+08:00,327.6,2.1,2000+,2000,30.4,31.4,11.5,4.6
4176749,2024-08-20T17:13:31+08:00,332.7,2.1,2000+,2000,30.7,31.7,11.6,4.7
2988437,2024-08-20T11:43:26+08:00,306.3,2.0,2000+,2000,29.2,30.1,11.0,4.5
4623267,2024-08-20T19:17:33+08:00,340.3,2.2,2000+,2000,31.1,32.2,11.8,4.7
2001780,2024-08-20T07:09:22+08:00,271.5,1.8,1000+,1000,27.5,28.5,10.5,4.3
1522854,2024-08-20T04:56:20+08:00,266.1,1.8,948,948,27.3,28.3,10.4,4.3
745050,2024-08-20T01:20:16+08:00,259.1,1.8,2000+,2000,26.8,27.7,10.2,4.3
150895,2024-08-19T22:35:14+08:00,237.9,1.6,5000+,5000,25.3,26.0,9.7,4.1
4821318,2024-08-20T20:12:34+08:00,343.6,2.2,3000+,3000,31.3,32.4,11.9,4.8
4763703,2024-08-20T19:56:34+08:00,342.6,2.2,3000+,3000,31.2,32.4,11.8,4.8
3946289,2024-08-20T16:09:30+08:00,329.3,2.1,2000+,2000,30.5,31.5,11.5,4.6
4018306,2024-08-20T16:29:31+08:00,330.3,2.1,2000+,2000,30.5,31.6,11.6,4.7
4371200,2024-08-20T18:07:32+08:00,335.8,2.2,2000+,2000,30.8,31.9,11.7,4.7
1191567,2024-08-20T03:24:18+08:00,264.2,1.8,1000+,1000,27.2,28.2,10.4,4.3
4594459,2024-08-20T19:09:33+08:00,339.7,2.2,3000+,3000,31.1,32.2,11.8,4.7
442571,2024-08-19T23:56:15+08:00,251.9,1.7,4000+,4000,26.3,27.0,10.0,4.2
4518839,2024-08-20T18:48:33+08:00,338.4,2.2,2000+,2000,31.0,32.1,11.7,4.7
4626868,2024-08-20T19:18:33+08:00,340.3,2.2,3000+,3000,31.1,32.2,11.8,4.7
1007920,2024-08-20T02:33:18+08:00,262.7,1.8,1000+,1000,27.1,28.0,10.3,4.3
2790386,2024-08-20T10:48:25+08:00,301.4,1.9,2000+,2000,28.9,29.9,10.9,4.5
4842924,2024-08-20T20:18:34+08:00,343.9,2.2,3000+,3000,31.3,32.5,11.9,4.8
492984,2024-08-20T00:10:15+08:00,253.6,1.7,4000+,4000,26.4,27.1,10.1,4.2
2552724,2024-08-20T09:42:24+08:00,293.6,1.9,2000+,2000,28.5,29.5,10.8,4.4
1169961,2024-08-20T03:18:18+08:00,264.1,1.8,1000+,1000,27.2,28.2,10.4,4.3
1119548,2024-08-20T03:04:18+08:00,263.7,1.8,1000+,1000,27.1,28.1,10.4,4.3
2678757,2024-08-20T10:17:25+08:00,298.2,1.9,2000+,2000,28.7,29.7,10.9,4.4
2660750,2024-08-20T10:12:25+08:00,297.5,1.9,2000+,2000,28.7,29.7,10.9,4.4
4770905,2024-08-20T19:58:34+08:00,342.7,2.2,3000+,3000,31.2,32.4,11.8,4.8
2225038,2024-08-20T08:11:23+08:00,279.7,1.9,2000+,2000,27.8,28.8,10.6,4.3
1425628,2024-08-20T04:29:19+08:00,265.6,1.8,1000+,1000,27.3,28.3,10.4,4.3
3787848,2024-08-20T15:25:30+08:00,326.8,2.1,2000+,2000,30.3,31.4,11.5,4.6
701839,2024-08-20T01:08:16+08:00,258.4,1.8,2000+,2000,26.8,27.6,10.2,4.2
518191,2024-08-20T00:17:16+08:00,254.4,1.7,3000+,3000,26.5,27.2,10.1,4.2
1900954,2024-08-20T06:41:22+08:00,269.1,1.8,1000+,1000,27.4,28.5,10.5,4.3
921496,2024-08-20T02:09:17+08:00,261.7,1.8,1000+,1000,27.0,28.0,10.3,4.3
172500,2024-08-19T22:41:14+08:00,239.0,1.6,5000+,5000,25.4,26.1,9.7,4.1
4101129,2024-08-20T16:52:31+08:00,331.6,2.1,2000+,2000,30.6,31.6,11.6,4.7
4810515,2024-08-20T20:09:34+08:00,343.4,2.2,3000+,3000,31.3,32.4,11.9,4.8
3226099,2024-08-20T12:49:27+08:00,314.2,2.0,3000+,3000,29.6,30.6,11.2,4.5
3474566,2024-08-20T13:58:28+08:00,321.0,2.1,2000+,2000,30.0,31.0,11.3,4.6
132890,2024-08-19T22:30:14+08:00,237.0,1.6,5000+,5000,25.3,25.9,9.6,4.1
4450420,2024-08-20T18:29:33+08:00,337.1,2.2,2000+,2000,30.9,32.0,11.7,4.7
1141155,2024-08-20T03:10:18+08:00,263.9,1.8,1000+,1000,27.1,28.1,10.4,4.3
568603,2024-08-20T00:31:16+08:00,255.6,1.7,3000+,3000,26.6,27.3,10.1,4.2
1663292,2024-08-20T05:35:21+08:00,266.8,1.8,938,938,27.3,28.4,10.4,4.3
4021908,2024-08-20T16:30:31+08:00,330.4,2.1,2000+,2000,30.5,31.6,11.6,4.7
2909216,2024-08-20T11:21:26+08:00,304.4,2.0,2000+,2000,29.1,30.0,11.0,4.5
2322263,2024-08-20T08:38:23+08:00,284.0,1.9,2000+,2000,28.0,29.0,10.6,4.4
1602075,2024-08-20T05:18:20+08:00,266.4,1.8,938,938,27.3,28.3,10.4,4.3
4788909,2024-08-20T20:03:34+08:00,343.0,2.2,3000+,3000,31.2,32.4,11.8,4.8
608214,2024-08-20T00:42:16+08:00,256.5,1.7,3000+,3000,26.6,27.4,10.1,4.2
4706089,2024-08-20T19:40:34+08:00,341.6,2.2,3000+,3000,31.2,32.3,11.8,4.8
3633008,2024-08-20T14:42:29+08:00,324.1,2.1,2000+,2000,30.2,31.2,11.4,4.6
4277576,2024-08-20T17:41:32+08:00,334.2,2.1,2000+,2000,30.8,31.8,11.6,4.7
1800128,2024-08-20T06:13:21+08:00,267.8,1.8,1000+,1000,27.3,28.4,10.4,4.3
96880,2024-08-19T22:20:14+08:00,235.2,1.6,5000+,5000,25.2,25.8,9.6,4.0
4446818,2024-08-20T18:28:33+08:00,337.1,2.2,2000+,2000,30.9,32.0,11.7,4.7
3809453,2024-08-20T15:31:30+08:00,327.1,2.1,2000+,2000,30.4,31.4,11.5,4.6
1562464,2024-08-20T05:07:20+08:00,266.2,1.8,934,934,27.3,28.3,10.4,4.3
3831059,2024-08-20T15:37:30+08:00,327.5,2.1,2000+,2000,30.4,31.4,11.5,4.6
3690622,2024-08-20T14:58:29+08:00,325.2,2.1,2000+,2000,30.3,31.3,11.4,4.6
3100066,2024-08-20T12:14:27+08:00,309.6,2.0,3000+,3000,29.4,30.3,11.1,4.5
2383475,2024-08-20T08:55:24+08:00,286.7,1.9,2000+,2000,28.1,29.1,10.7,4.4
298532,2024-08-19T23:16:15+08:00,245.6,1.7,5000+,5000,25.8,26.5,9.8,4.1
5174211,2024-08-20T21:50:36+08:00,350.5,2.3,2000+,2000,31.7,32.9,12.0,4.8
3524979,2024-08-20T14:12:29+08:00,322.1,2.1,2000+,2000,30.1,31.1,11.4,4.6
1436431,2024-08-20T04:32:20+08:00,265.6,1.8,986,986,27.3,28.3,10.4,4.3
4893337,2024-08-20T20:32:35+08:00,344.8,2.2,3000+,3000,31.3,32.5,11.9,4.8
1724503,2024-08-20T05:52:21+08:00,267.1,1.8,994,994,27.3,28.4,10.4,4.3
2026986,2024-08-20T07:16:22+08:00,272.1,1.8,1000+,1000,27.5,28.5,10.5,4.3
4853726,2024-08-20T20:21:34+08:00,344.1,2.2,3000+,3000,31.3,32.5,11.9,4.8
536195,2024-08-20T00:22:16+08:00,254.8,1.7,2000+,2000,26.5,27.3,10.1,4.2
57269,2024-08-19T22:09:13+08:00,233.4,1.6,5000+,5000,25.0,25.7,9.6,4.0
583006,2024-08-20T00:35:16+08:00,255.9,1.7,2000+,2000,26.6,27.4,10.1,4.2
3903078,2024-08-20T15:57:30+08:00,328.7,2.1,2000+,2000,30.4,31.5,11.5,4.6
50067,2024-08-19T22:07:13+08:00,233.2,1.6,5000+,5000,25.0,25.7,9.5,4.0
712642,2024-08-20T01:11:16+08:00,258.6,1.8,2000+,2000,26.8,27.7,10.2,4.2
3967896,2024-08-20T16:15:31+08:00,329.6,2.1,2000+,2000,30.5,31.5,11.5,4.6
2862404,2024-08-20T11:08:26+08:00,303.2,2.0,2000+,2000,29.0,30.0,11.0,4.5
1821731,2024-08-20T06:19:21+08:00,268.0,1.8,1000+,1000,27.4,28.4,10.4,4.3
2113413,2024-08-20T07:40:23+08:00,275.1,1.9,1000+,1000,27.6,28.7,10.5,4.3
3780646,2024-08-20T15:23:30+08:00,326.7,2.1,2000+,2000,30.3,31.3,11.5,4.6
4454022,2024-08-20T18:30:33+08:00,337.2,2.2,2000+,2000,30.9,32.0,11.7,4.7
3744636,2024-08-20T15:13:30+08:00,326.1,2.1,2000+,2000,30.3,31.3,11.5,4.6
939501,2024-08-20T02:14:17+08:00,261.9,1.8,1000+,1000,27.0,28.0,10.3,4.3
1627282,2024-08-20T05:25:20+08:00,266.6,1.8,955,955,27.3,28.3,10.4,4.3
348947,2024-08-19T23:30:15+08:00,247.8,1.7,5000+,5000,26.0,26.7,9.9,4.1
194105,2024-08-19T22:47:14+08:00,240.2,1.6,5000+,5000,25.5,26.1,9.7,4.1
4367599,2024-08-20T18:06:32+08:00,335.7,2.2,2000+,2000,30.8,31.9,11.7,4.7
100481,2024-08-19T22:21:14+08:00,235.5,1.6,5000+,5000,25.2,25.8,9.6,4.0
2142217,2024-08-20T07:48:23+08:00,276.2,1.9,1000+,1000,27.6,28.7,10.5,4.3
4551248,2024-08-20T18:57:33+08:00,339.0,2.2,3000+,3000,31.0,32.1,11.7,4.7
907093,2024-08-20T02:05:17+08:00,261.6,1.8,2000+,2000,27.0,27.9,10.3,4.3
5076985,2024-08-20T21:23:35+08:00,348.5,2.2,3000+,3000,31.6,32.8,12.0,4.8
3406147,2024-08-20T13:39:28+08:00,319.3,2.1,2000+,2000,29.9,30.9,11.3,4.6
1072736,2024-08-20T02:51:18+08:00,263.3,1.8,1000+,1000,27.1,28.1,10.4,4.3
4720492,2024-08-20T19:44:34+08:00,341.9,2.2,3000+,3000,31.2,32.3,11.8,4.8
2761577,2024-08-20T10:40:25+08:00,300.6,1.9,2000+,2000,28.9,29.8,10.9,4.4
1764119,2024-08-20T06:03:21+08:00,267.4,1.8,988,988,27.3,28.4,10.4,4.3
2768781,2024-08-20T10:42:25+08:00,300.8,1.9,2000+,2000,28.9,29.8,10.9,4.4
507388,2024-08-20T00:14:15+08:00,254.0,1.7,3000+,3000,26.5,27.2,10.1,4.2
3013644,2024-08-20T11:50:26+08:00,306.9,2.0,2000+,2000,29.2,30.2,11.0,4.5
4317184,2024-08-20T17:52:32+08:00,334.9,2.1,2000+,2000,30.8,31.9,11.7,4.7
4108331,2024-08-20T16:54:31+08:00,331.6,2.1,2000+,2000,30.6,31.6,11.6,4.7
3557387,2024-08-20T14:21:29+08:00,322.8,2.1,2000+,2000,30.1,31.1,11.4,4.6
1281591,2024-08-20T03:49:19+08:00,264.8,1.8,1000+,1000,27.2,28.2,10.4,4.3
4961754,2024-08-20T20:51:35+08:00,346.2,2.2,3000+,3000,31.4,32.6,11.9,4.8
1551660,2024-08-20T05:04:20+08:00,266.2,1.8,941,941,27.3,28.3,10.4,4.3
